,date,operation,quantity
0,2022-11-11,buy,16
1,2022-11-21,buy,16
2,2022-11-23,buy,16
3,2022-11-24,buy,16
4,2022-11-25,buy,16
5,2022-11-29,buy,16
6,2022-12-2,buy,16
7,2022-12-5,buy,16
8,2022-12-14,buy,16
9,2022-12-19,buy,16
10,2022-12-21,buy,16
11,2022-12-23,buy,16
12,2023-01-09,buy,16
13,2023-01-11,buy,16
14,2023-01-13,buy,16
15,2023-01-18,buy,16
16,2023-01-30,buy,16
17,2023-02-01,buy,16
18,2023-02-08,buy,16
19,2023-02-10,buy,16
20,2023-02-13,buy,16
21,2023-02-14,buy,16
22,2023-02-16,buy,16
